t,v,calc,tadj,vadj,,,,,A,947
-0.000006,0,-1914666643,-1.5E-09,0,,,,,g,6490000
-0.000005,0.02,-62176667.29,-1.25E-09,0.1,,,,,al,1180
-0.000004,0.02,-1938352.417,-0.000000001,0.1,,,,,,
-0.000003,0.04,-56651.20022,-7.5E-10,0.2,,,,,,
-0.000002,0.02,-1471.745669,-5E-10,0.1,,,,,,
-0.000001,0.02,-28.67592787,-2.5E-10,0.1,,,,,,
0,0.02,0,0,0.1,,,,,,
0.000001,0.02,0.043545802,2.5E-10,0.1,,,,,,
0.000002,0.04,0.003393832,5E-10,0.2,,,,,,
0.000005,0.16,5.02078E-07,1.25E-09,0.8,,,,,,
0.000006,0.16,2.34783E-08,1.5E-09,0.8,,,,,,
0.000007,0.22,1.0674E-09,1.75E-09,1.1,,,,,,
0.000008,0.22,4.75369E-11,0.000000002,1.1,,,,,,
0.000009,0.24,2.08399E-12,2.25E-09,1.2,,,,,,
0.00001,0.32,9.02331E-14,2.5E-09,1.6,,,,,,
0.000011,0.34,3.86786E-15,2.75E-09,1.7,,,,,,
0.000012,0.38,1.64426E-16,0.000000003,1.9,,,,,,
0.000013,0.4,6.94138E-18,3.25E-09,2,,,,,,
0.000014,0.44,2.91301E-19,3.5E-09,2.2,,,,,,
0.000015,0.48,1.21623E-20,3.75E-09,2.4,,,,,,
0.000016,0.5,5.05541E-22,0.000000004,2.5,,,,,,
0.000017,0.5,2.09313E-23,4.25E-09,2.5,,,,,,
0.000018,0.5,8.63637E-25,4.5E-09,2.5,,,,,,
0.000019,0.54,3.55241E-26,4.75E-09,2.7,,,,,,
0.00002,0.58,1.45717E-27,0.000000005,2.9,,,,,,
0.000021,0.62,5.96224E-29,5.25E-09,3.1,,,,,,
0.000022,0.64,2.43401E-30,5.5E-09,3.2,,,,,,
0.000023,0.64,9.91603E-32,5.75E-09,3.2,,,,,,
0.000024,0.66,4.0321E-33,0.000000006,3.3,,,,,,
0.000025,0.72,1.6367E-34,6.25E-09,3.6,,,,,,
0.000026,0.74,6.63303E-36,6.5E-09,3.7,,,,,,
0.000027,0.76,2.68418E-37,6.75E-09,3.8,,,,,,
0.000028,0.8,1.08471E-38,0.000000007,4,,,,,,
0.000029,0.8,4.37787E-40,7.25E-09,4,,,,,,
0.00003,0.86,1.7648E-41,7.5E-09,4.3,,,,,,
0.000031,0.88,7.1063E-43,7.75E-09,4.4,,,,,,
0.000032,0.9,2.85851E-44,0.000000008,4.5,,,,,,
0.000033,0.94,1.14871E-45,8.25E-09,4.7,,,,,,
0.000034,0.94,4.61195E-47,8.5E-09,4.7,,,,,,
0.000035,0.96,1.85004E-48,8.75E-09,4.8,,,,,,
0.000036,1,7.41519E-50,0.000000009,5,,,,,,
0.000037,1.02,2.96981E-51,9.25E-09,5.1,,,,,,
0.000038,1.08,1.18855E-52,9.5E-09,5.4,,,,,,
0.000039,1.04,4.75341E-54,9.75E-09,5.2,,,,,,
0.00004,1.08,1.8998E-55,0.00000001,5.4,,,,,,
0.000041,1.1,7.58817E-57,1.025E-08,5.5,,,,,,
0.000042,1.1,3.02906E-58,1.05E-08,5.5,,,,,,
0.000043,1.1,1.20846E-59,1.075E-08,5.5,,,,,,
0.000044,1.08,4.81863E-61,0.000000011,5.4,,,,,,
0.000045,1.12,1.92039E-62,1.125E-08,5.6,,,,,,
0.000046,1.12,7.64961E-64,1.15E-08,5.6,,,,,,
0.000047,1.12,3.04568E-65,1.175E-08,5.6,,,,,,
0.000048,1.12,1.21208E-66,0.000000012,5.6,,,,,,
0.000049,1.12,4.82161E-68,1.225E-08,5.6,,,,,,
0.00005,1.12,1.91721E-69,1.25E-08,5.6,,,,,,
0.000051,1.1,7.62035E-71,1.275E-08,5.5,,,,,,
0.000052,1.1,3.02769E-72,0.000000013,5.5,,,,,,
0.000053,1.08,1.20251E-73,1.325E-08,5.4,,,,,,
0.000054,1.08,4.7743E-75,1.35E-08,5.4,,,,,,
0.000055,1.1,1.89488E-76,1.375E-08,5.5,,,,,,
0.000056,1.1,7.51814E-78,0.000000014,5.5,,,,,,
0.000057,1.08,2.98195E-79,1.425E-08,5.4,,,,,,
0.000058,1.08,1.18238E-80,1.45E-08,5.4,,,,,,
0.000059,1.06,4.68687E-82,1.475E-08,5.3,,,,,,
0.00006,1.08,1.85731E-83,0.000000015,5.4,,,,,,
0.000061,1.08,7.3581E-85,1.525E-08,5.4,,,,,,
0.000062,1.06,2.91427E-86,1.55E-08,5.3,,,,,,
0.000063,1.06,1.15393E-87,1.575E-08,5.3,,,,,,
0.000064,1.06,4.56795E-89,0.000000016,5.3,,,,,,
0.000065,1.06,1.80782E-90,1.625E-08,5.3,,,,,,
0.000066,1.06,7.15299E-92,1.65E-08,5.3,,,,,,
0.000067,1.02,2.82956E-93,1.675E-08,5.1,,,,,,
0.000068,1.02,1.11906E-94,0.000000017,5.1,,,,,,
0.000069,1,4.42482E-96,1.725E-08,5,,,,,,
0.00007,0.96,1.74922E-97,1.75E-08,4.8,,,,,,
0.000071,0.98,6.9136E-99,1.775E-08,4.9,,,,,,
0.000072,0.94,2.732E-100,0.000000018,4.7,,,,,,
0.000073,0.92,1.0794E-101,1.825E-08,4.6,,,,,,
0.000074,0.9,4.2636E-103,1.85E-08,4.5,,,,,,
0.000075,0.86,1.6839E-104,1.875E-08,4.3,,,,,,
0.000076,0.84,6.649E-106,0.000000019,4.2,,,,,,
0.000077,0.84,2.625E-107,1.925E-08,4.2,,,,,,
0.000078,0.78,1.0362E-108,1.95E-08,3.9,,,,,,
0.000079,0.76,4.0895E-110,1.975E-08,3.8,,,,,,
0.00008,0.72,1.6137E-111,0.00000002,3.6,,,,,,
0.000081,0.68,6.3668E-113,2.025E-08,3.4,,,,,,
0.000082,0.68,2.5116E-114,2.05E-08,3.4,,,,,,
0.000083,0.64,9.9063E-116,2.075E-08,3.2,,,,,,
0.000084,0.62,3.9067E-117,0.000000021,3.1,,,,,,
0.000085,0.58,1.5404E-118,2.125E-08,2.9,,,,,,
0.000086,0.58,6.0733E-120,2.15E-08,2.9,,,,,,
0.000087,0.54,2.3941E-121,2.175E-08,2.7,,,,,,
0.000088,0.52,9.4363E-123,0.000000022,2.6,,,,,,
0.000089,0.46,3.7188E-124,2.225E-08,2.3,,,,,,
0.00009,0.46,1.4654E-125,2.25E-08,2.3,,,,,,
0.000091,0.46,5.7736E-127,2.275E-08,2.3,,,,,,
0.000092,0.4,2.2745E-128,0.000000023,2,,,,,,
0.000093,0.4,8.9595E-130,2.325E-08,2,,,,,,
0.000094,0.36,3.5288E-131,2.35E-08,1.8,,,,,,
0.000095,0.34,1.3897E-132,2.375E-08,1.7,,,,,,
0.000096,0.32,5.4721E-134,0.000000024,1.6,,,,,,
0.000097,0.28,2.1545E-135,2.425E-08,1.4,,,,,,
0.000098,0.24,8.4821E-137,2.45E-08,1.2,,,,,,
0.000099,0.22,3.3389E-138,2.475E-08,1.1,,,,,,
0.0001,0.18,1.3142E-139,0.000000025,0.9,,,,,,
0.000101,0.16,5.1723E-141,2.525E-08,0.8,,,,,,
0.000102,0.14,2.0354E-142,2.55E-08,0.7,,,,,,
0.000103,0.1,8.0091E-144,2.575E-08,0.5,,,,,,
0.000104,0.06,3.1512E-145,0.000000026,0.3,,,,,,
0.000105,0.02,1.2397E-146,2.625E-08,0.1,,,,,,
0.000106,0,4.8768E-148,2.65E-08,0,,,,,,
0.000107,-0.04,1.9182E-149,2.675E-08,-0.2,,,,,,
0.000108,-0.06,7.5446E-151,0.000000027,-0.3,,,,,,
0.000109,-0.1,2.9671E-152,2.725E-08,-0.5,,,,,,
0.00011,-0.14,1.1668E-153,2.75E-08,-0.7,,,,,,
0.000111,-0.18,4.5879E-155,2.775E-08,-0.9,,,,,,
0.000112,-0.22,1.8038E-156,0.000000028,-1.1,,,,,,
0.000113,-0.24,7.0917E-158,2.825E-08,-1.2,,,,,,
0.000114,-0.28,2.7878E-159,2.85E-08,-1.4,,,,,,
0.000115,-0.32,1.0959E-160,2.875E-08,-1.6,,,,,,
0.000116,-0.34,4.3073E-162,0.000000029,-1.7,,,,,,
0.000117,-0.36,1.6929E-163,2.925E-08,-1.8,,,,,,
0.000118,-0.36,6.6529E-165,2.95E-08,-1.8,,,,,,
0.000119,-0.4,2.6144E-166,2.975E-08,-2,,,,,,
0.00012,-0.42,1.0273E-167,0.00000003,-2.1,,,,,,
0.000121,-0.44,4.0363E-169,3.025E-08,-2.2,,,,,,
0.000122,-0.46,1.5858E-170,3.05E-08,-2.3,,,,,,
0.000123,-0.48,6.2299E-172,3.075E-08,-2.4,,,,,,
0.000124,-0.5,2.4473E-173,0.000000031,-2.5,,,,,,
0.000125,-0.54,9.6132E-175,3.125E-08,-2.7,,,,,,
0.000126,-0.54,3.7759E-176,3.15E-08,-2.7,,,,,,
0.000127,-0.54,1.483E-177,3.175E-08,-2.7,,,,,,
0.000128,-0.6,5.8242E-179,0.000000032,-3,,,,,,
0.000129,-0.58,2.2872E-180,3.225E-08,-2.9,,,,,,
0.00013,-0.62,8.9814E-182,3.25E-08,-3.1,,,,,,
0.000131,-0.66,3.5266E-183,3.275E-08,-3.3,,,,,,
0.000132,-0.66,1.3847E-184,0.000000033,-3.3,,,,,,
0.000133,-0.68,5.4365E-186,3.325E-08,-3.4,,,,,,
0.000134,-0.7,2.1343E-187,3.35E-08,-3.5,,,,,,
0.000135,-0.74,8.3786E-189,3.375E-08,-3.7,,,,,,
0.000136,-0.74,3.289E-190,0.000000034,-3.7,,,,,,
0.000137,-0.74,1.291E-191,3.425E-08,-3.7,,,,,,
0.000138,-0.78,5.0673E-193,3.45E-08,-3.9,,,,,,
0.000139,-0.78,1.9888E-194,3.475E-08,-3.9,,,,,,
0.00014,-0.82,7.8055E-196,0.000000035,-4.1,,,,,,
0.000141,-0.82,3.0632E-197,3.525E-08,-4.1,,,,,,
0.000142,-0.82,1.2021E-198,3.55E-08,-4.1,,,,,,
0.000143,-0.84,4.717E-200,3.575E-08,-4.2,,,,,,
0.000144,-0.86,1.8509E-201,0.000000036,-4.3,,,,,,
0.000145,-0.88,7.2622E-203,3.625E-08,-4.4,,,,,,
0.000146,-0.88,2.8493E-204,3.65E-08,-4.4,,,,,,
0.000147,-0.86,1.1179E-205,3.675E-08,-4.3,,,,,,
0.000148,-0.88,4.3855E-207,0.000000037,-4.4,,,,,,
0.000149,-0.9,1.7204E-208,3.725E-08,-4.5,,,,,,
0.00015,-0.88,6.7486E-210,3.75E-08,-4.4,,,,,,
0.000151,-0.88,2.6472E-211,3.775E-08,-4.4,,,,,,
0.000152,-0.86,1.0383E-212,0.000000038,-4.3,,,,,,
0.000153,-0.88,4.0725E-214,3.825E-08,-4.4,,,,,,
0.000154,-0.88,1.5973E-215,3.85E-08,-4.4,,,,,,
0.000155,-0.86,6.2643E-217,3.875E-08,-4.3,,,,,,
0.000156,-0.86,2.4567E-218,0.000000039,-4.3,,,,,,
0.000157,-0.86,9.634E-220,3.925E-08,-4.3,,,,,,
0.000158,-0.86,3.7779E-221,3.95E-08,-4.3,,,,,,
0.000159,-0.86,1.4814E-222,3.975E-08,-4.3,,,,,,
0.00016,-0.84,5.8086E-224,0.00000004,-4.2,,,,,,
0.000161,-0.86,2.2775E-225,4.025E-08,-4.3,,,,,,
0.000162,-0.84,8.9296E-227,4.05E-08,-4.2,,,,,,
0.000163,-0.84,3.501E-228,4.075E-08,-4.2,,,,,,
0.000164,-0.82,1.3725E-229,0.000000041,-4.1,,,,,,
0.000165,-0.84,5.3808E-231,4.125E-08,-4.2,,,,,,
0.000166,-0.82,2.1094E-232,4.15E-08,-4.1,,,,,,
0.000167,-0.78,8.2687E-234,4.175E-08,-3.9,,,,,,
0.000168,-0.8,3.2413E-235,0.000000042,-4,,,,,,
0.000169,-0.76,1.2705E-236,4.225E-08,-3.8,,,,,,
0.00017,-0.76,4.9798E-238,4.25E-08,-3.8,,,,,,
0.000171,-0.76,1.9518E-239,4.275E-08,-3.8,,,,,,
0.000172,-0.76,7.6498E-241,0.000000043,-3.8,,,,,,
0.000173,-0.74,2.9981E-242,4.325E-08,-3.7,,,,,,
0.000174,-0.7,1.175E-243,4.35E-08,-3.5,,,,,,
0.000175,-0.68,4.6047E-245,4.375E-08,-3.4,,,,,,
0.000176,-0.68,1.8045E-246,0.000000044,-3.4,,,,,,
0.000177,-0.66,7.0712E-248,4.425E-08,-3.3,,,,,,
0.000178,-0.66,2.7709E-249,4.45E-08,-3.3,,,,,,
0.000179,-0.66,1.0857E-250,4.475E-08,-3.3,,,,,,
0.00018,-0.6,4.2543E-252,0.000000045,-3,,,,,,
0.000181,-0.58,1.6669E-253,4.525E-08,-2.9,,,,,,
0.000182,-0.54,6.531E-255,4.55E-08,-2.7,,,,,,
0.000183,-0.54,2.5588E-256,4.575E-08,-2.7,,,,,,
0.000184,-0.52,1.0025E-257,0.000000046,-2.6,,,,,,
0.000185,-0.5,3.9275E-259,4.625E-08,-2.5,,,,,,
0.000186,-0.48,1.5386E-260,4.65E-08,-2.4,,,,,,
0.000187,-0.46,6.0275E-262,4.675E-08,-2.3,,,,,,
0.000188,-0.4,2.3612E-263,0.000000047,-2,,,,,,
0.000189,-0.42,9.2493E-265,4.725E-08,-2.1,,,,,,
0.00019,-0.36,3.6231E-266,4.75E-08,-1.8,,,,,,
0.000191,-0.36,1.4192E-267,4.775E-08,-1.8,,,,,,
0.000192,-0.34,5.5588E-269,0.000000048,-1.7,,,,,,
0.000193,-0.32,2.1773E-270,4.825E-08,-1.6,,,,,,
0.000194,-0.32,8.5276E-272,4.85E-08,-1.6,,,,,,
0.000195,-0.26,3.3399E-273,4.875E-08,-1.3,,,,,,
0.000196,-0.24,1.3081E-274,0.000000049,-1.2,,,,,,
0.000197,-0.22,5.1229E-276,4.925E-08,-1.1,,,,,,
0.000198,-0.14,2.0063E-277,4.95E-08,-0.7,,,,,,
0.000199,-0.16,7.8569E-279,4.975E-08,-0.8,,,,,,
0.0002,-0.14,3.0768E-280,0.00000005,-0.7,,,,,,
0.000201,-0.12,1.2049E-281,5.025E-08,-0.6,,,,,,
0.000202,-0.1,4.7182E-283,5.05E-08,-0.5,,,,,,
0.000203,-0.06,1.8475E-284,5.075E-08,-0.3,,,,,,
0.000204,-0.06,7.2343E-286,0.000000051,-0.3,,,,,,
0.000205,-0.04,2.8327E-287,5.125E-08,-0.2,,,,,,
0.000206,0.02,1.1091E-288,5.15E-08,0.1,,,,,,
0.000207,0.02,4.3427E-290,5.175E-08,0.1,,,,,,
0.000208,0.06,1.7003E-291,0.000000052,0.3,,,,,,
0.000209,0.08,6.657E-293,5.225E-08,0.4,,,,,,
0.00021,0.1,2.6063E-294,5.25E-08,0.5,,,,,,
0.000211,0.16,1.0204E-295,5.275E-08,0.8,,,,,,
0.000212,0.14,3.9947E-297,0.000000053,0.7,,,,,,
0.000213,0.18,1.5639E-298,5.325E-08,0.9,,,,,,
0.000214,0.2,6.1221E-300,5.35E-08,1,,,,,,
0.000215,0.24,2.3966E-301,5.375E-08,1.2,,,,,,
0.000216,0.24,9.3818E-303,0.000000054,1.2,,,,,,
0.000217,0.28,3.6725E-304,5.425E-08,1.4,,,,,,
0.000218,0.32,1.4376E-305,5.45E-08,1.6,,,,,,
0.000219,0.32,5.6271E-307,5.475E-08,1.6,,,,,,
0.00022,0.34,0,0.000000055,1.7,,,,,,
0.000221,0.38,0,5.525E-08,1.9,,,,,,
0.000222,0.4,0,5.55E-08,2,,,,,,
0.000223,0.42,0,5.575E-08,2.1,,,,,,
0.000224,0.42,0,0.000000056,2.1,,,,,,
0.000225,0.44,0,5.625E-08,2.2,,,,,,
0.000226,0.46,0,5.65E-08,2.3,,,,,,
0.000227,0.46,0,5.675E-08,2.3,,,,,,
0.000228,0.52,0,0.000000057,2.6,,,,,,
0.000229,0.52,0,5.725E-08,2.6,,,,,,
0.00023,0.54,0,5.75E-08,2.7,,,,,,
0.000231,0.54,0,5.775E-08,2.7,,,,,,
0.000232,0.54,0,0.000000058,2.7,,,,,,
0.000233,0.58,0,5.825E-08,2.9,,,,,,
0.000234,0.6,0,5.85E-08,3,,,,,,
0.000235,0.6,0,5.875E-08,3,,,,,,
0.000236,0.62,0,0.000000059,3.1,,,,,,
0.000237,0.66,0,5.925E-08,3.3,,,,,,
0.000238,0.64,0,5.95E-08,3.2,,,,,,
0.000239,0.66,0,5.975E-08,3.3,,,,,,
0.00024,0.68,0,0.00000006,3.4,,,,,,
0.000241,0.66,0,6.025E-08,3.3,,,,,,
0.000242,0.72,0,6.05E-08,3.6,,,,,,
0.000243,0.72,0,6.075E-08,3.6,,,,,,
0.000244,0.72,0,0.000000061,3.6,,,,,,
0.000245,0.72,0,6.125E-08,3.6,,,,,,
0.000246,0.72,0,6.15E-08,3.6,,,,,,
0.000247,0.76,0,6.175E-08,3.8,,,,,,
0.000248,0.74,0,0.000000062,3.7,,,,,,
0.000249,0.74,0,6.225E-08,3.7,,,,,,
0.00025,0.76,0,6.25E-08,3.8,,,,,,
0.000251,0.76,0,6.275E-08,3.8,,,,,,
0.000252,0.74,0,0.000000063,3.7,,,,,,
0.000253,0.74,0,6.325E-08,3.7,,,,,,
0.000254,0.76,0,6.35E-08,3.8,,,,,,
0.000255,0.76,0,6.375E-08,3.8,,,,,,
0.000256,0.74,0,0.000000064,3.7,,,,,,
0.000257,0.76,0,6.425E-08,3.8,,,,,,
0.000258,0.76,0,6.45E-08,3.8,,,,,,
0.000259,0.76,0,6.475E-08,3.8,,,,,,
0.00026,0.74,0,0.000000065,3.7,,,,,,
0.000261,0.72,0,6.525E-08,3.6,,,,,,
0.000262,0.74,0,6.55E-08,3.7,,,,,,
0.000263,0.72,0,6.575E-08,3.6,,,,,,
0.000264,0.7,0,0.000000066,3.5,,,,,,
0.000265,0.74,0,6.625E-08,3.7,,,,,,
0.000266,0.7,0,6.65E-08,3.5,,,,,,
0.000267,0.7,0,6.675E-08,3.5,,,,,,
0.000268,0.7,0,0.000000067,3.5,,,,,,
0.000269,0.68,0,6.725E-08,3.4,,,,,,
0.00027,0.7,0,6.75E-08,3.5,,,,,,
0.000271,0.68,0,6.775E-08,3.4,,,,,,
0.000272,0.64,0,0.000000068,3.2,,,,,,
0.000273,0.64,0,6.825E-08,3.2,,,,,,
0.000274,0.62,0,6.85E-08,3.1,,,,,,
0.000275,0.62,0,6.875E-08,3.1,,,,,,
0.000276,0.6,0,0.000000069,3,,,,,,
0.000277,0.58,0,6.925E-08,2.9,,,,,,
0.000278,0.6,0,6.95E-08,3,,,,,,
0.000279,0.56,0,6.975E-08,2.8,,,,,,
0.00028,0.56,0,0.00000007,2.8,,,,,,
0.000281,0.56,0,7.025E-08,2.8,,,,,,
0.000282,0.52,0,7.05E-08,2.6,,,,,,
0.000283,0.52,0,7.075E-08,2.6,,,,,,
0.000284,0.48,0,0.000000071,2.4,,,,,,
0.000285,0.48,0,7.125E-08,2.4,,,,,,
0.000286,0.48,0,7.15E-08,2.4,,,,,,
0.000287,0.44,0,7.175E-08,2.2,,,,,,
0.000288,0.4,0,0.000000072,2,,,,,,
0.000289,0.42,0,7.225E-08,2.1,,,,,,
0.00029,0.4,0,7.25E-08,2,,,,,,
0.000291,0.38,0,7.275E-08,1.9,,,,,,
0.000292,0.36,0,0.000000073,1.8,,,,,,
0.000293,0.32,0,7.325E-08,1.6,,,,,,
0.000294,0.32,0,7.35E-08,1.6,,,,,,
0.000295,0.28,0,7.375E-08,1.4,,,,,,
0.000296,0.24,0,0.000000074,1.2,,,,,,
0.000297,0.24,0,7.425E-08,1.2,,,,,,
0.000298,0.22,0,7.45E-08,1.1,,,,,,
0.000299,0.2,0,7.475E-08,1,,,,,,
0.0003,0.16,0,0.000000075,0.8,,,,,,
0.000301,0.16,0,7.525E-08,0.8,,,,,,
0.000302,0.14,0,7.55E-08,0.7,,,,,,
0.000303,0.14,0,7.575E-08,0.7,,,,,,
0.000304,0.1,0,0.000000076,0.5,,,,,,
0.000305,0.06,0,7.625E-08,0.3,,,,,,
0.000306,0.06,0,7.65E-08,0.3,,,,,,
0.000307,0.04,0,7.675E-08,0.2,,,,,,
0.000308,0.02,0,0.000000077,0.1,,,,,,
0.000309,0,0,7.725E-08,0,,,,,,
0.00031,-0.02,0,7.75E-08,-0.1,,,,,,
0.000311,-0.04,0,7.775E-08,-0.2,,,,,,
0.000312,-0.06,0,0.000000078,-0.3,,,,,,
0.000313,-0.08,0,7.825E-08,-0.4,,,,,,
0.000314,-0.08,0,7.85E-08,-0.4,,,,,,
0.000315,-0.12,0,7.875E-08,-0.6,,,,,,
0.000316,-0.14,0,0.000000079,-0.7,,,,,,
0.000317,-0.16,0,7.925E-08,-0.8,,,,,,
0.000318,-0.18,0,7.95E-08,-0.9,,,,,,
0.000319,-0.18,0,7.975E-08,-0.9,,,,,,
0.00032,-0.2,0,0.00000008,-1,,,,,,
0.000321,-0.22,0,8.025E-08,-1.1,,,,,,
0.000322,-0.22,0,8.05E-08,-1.1,,,,,,
0.000323,-0.26,0,8.075E-08,-1.3,,,,,,
0.000324,-0.3,0,0.000000081,-1.5,,,,,,
0.000325,-0.32,0,8.125E-08,-1.6,,,,,,
0.000326,-0.32,0,8.15E-08,-1.6,,,,,,
0.000327,-0.36,0,8.175E-08,-1.8,,,,,,
0.000328,-0.36,0,0.000000082,-1.8,,,,,,
0.000329,-0.38,0,8.225E-08,-1.9,,,,,,
0.00033,-0.38,0,8.25E-08,-1.9,,,,,,
0.000331,-0.4,0,8.275E-08,-2,,,,,,
0.000332,-0.42,0,0.000000083,-2.1,,,,,,
0.000333,-0.4,0,8.325E-08,-2,,,,,,
0.000334,-0.44,0,8.35E-08,-2.2,,,,,,
0.000335,-0.46,0,8.375E-08,-2.3,,,,,,
0.000336,-0.46,0,0.000000084,-2.3,,,,,,
0.000337,-0.5,0,8.425E-08,-2.5,,,,,,
0.000338,-0.46,0,8.45E-08,-2.3,,,,,,
0.000339,-0.48,0,8.475E-08,-2.4,,,,,,
0.00034,-0.5,0,0.000000085,-2.5,,,,,,
0.000341,-0.5,0,8.525E-08,-2.5,,,,,,
0.000342,-0.54,0,8.55E-08,-2.7,,,,,,
0.000343,-0.52,0,8.575E-08,-2.6,,,,,,
0.000344,-0.52,0,0.000000086,-2.6,,,,,,
0.000345,-0.54,0,8.625E-08,-2.7,,,,,,
0.000346,-0.54,0,8.65E-08,-2.7,,,,,,
0.000347,-0.54,0,8.675E-08,-2.7,,,,,,
0.000348,-0.56,0,0.000000087,-2.8,,,,,,
0.000349,-0.58,0,8.725E-08,-2.9,,,,,,
0.00035,-0.58,0,8.75E-08,-2.9,,,,,,
0.000351,-0.56,0,8.775E-08,-2.8,,,,,,
0.000352,-0.58,0,0.000000088,-2.9,,,,,,
0.000353,-0.58,0,8.825E-08,-2.9,,,,,,
0.000354,-0.58,0,8.85E-08,-2.9,,,,,,
0.000355,-0.58,0,8.875E-08,-2.9,,,,,,
0.000356,-0.58,0,0.000000089,-2.9,,,,,,
0.000357,-0.6,0,8.925E-08,-3,,,,,,
0.000358,-0.58,0,8.95E-08,-2.9,,,,,,
0.000359,-0.58,0,8.975E-08,-2.9,,,,,,
0.00036,-0.6,0,0.00000009,-3,,,,,,
0.000361,-0.58,0,9.025E-08,-2.9,,,,,,
0.000362,-0.58,0,9.05E-08,-2.9,,,,,,
0.000363,-0.58,0,9.075E-08,-2.9,,,,,,
0.000364,-0.56,0,0.000000091,-2.8,,,,,,
0.000365,-0.58,0,9.125E-08,-2.9,,,,,,
0.000366,-0.56,0,9.15E-08,-2.8,,,,,,
0.000367,-0.56,0,9.175E-08,-2.8,,,,,,
0.000368,-0.56,0,0.000000092,-2.8,,,,,,
0.000369,-0.54,0,9.225E-08,-2.7,,,,,,
0.00037,-0.54,0,9.25E-08,-2.7,,,,,,
0.000371,-0.52,0,9.275E-08,-2.6,,,,,,
0.000372,-0.5,0,0.000000093,-2.5,,,,,,
0.000373,-0.54,0,9.325E-08,-2.7,,,,,,
0.000374,-0.5,0,9.35E-08,-2.5,,,,,,
0.000375,-0.48,0,9.375E-08,-2.4,,,,,,
0.000376,-0.48,0,0.000000094,-2.4,,,,,,
0.000377,-0.46,0,9.425E-08,-2.3,,,,,,
0.000378,-0.46,0,9.45E-08,-2.3,,,,,,
0.000379,-0.42,0,9.475E-08,-2.1,,,,,,
0.00038,-0.42,0,0.000000095,-2.1,,,,,,
0.000381,-0.44,0,9.525E-08,-2.2,,,,,,
0.000382,-0.4,0,9.55E-08,-2,,,,,,
0.000383,-0.38,0,9.575E-08,-1.9,,,,,,
0.000384,-0.4,0,0.000000096,-2,,,,,,
0.000385,-0.38,0,9.625E-08,-1.9,,,,,,
0.000386,-0.38,0,9.65E-08,-1.9,,,,,,
0.000387,-0.34,0,9.675E-08,-1.7,,,,,,
0.000388,-0.34,0,0.000000097,-1.7,,,,,,
0.000389,-0.32,0,9.725E-08,-1.6,,,,,,
0.00039,-0.3,0,9.75E-08,-1.5,,,,,,
0.000391,-0.3,0,9.775E-08,-1.5,,,,,,
0.000392,-0.24,0,0.000000098,-1.2,,,,,,
0.000393,-0.24,0,9.825E-08,-1.2,,,,,,
0.000394,-0.24,0,9.85E-08,-1.2,,,,,,
0.000395,-0.22,0,9.875E-08,-1.1,,,,,,
0.000396,-0.2,0,0.000000099,-1,,,,,,
0.000397,-0.18,0,9.925E-08,-0.9,,,,,,
0.000398,-0.16,0,9.95E-08,-0.8,,,,,,
0.000399,-0.14,0,9.975E-08,-0.7,,,,,,
0.0004,-0.14,0,0.0000001,-0.7,,,,,,
0.000401,-0.12,0,1.0025E-07,-0.6,,,,,,
0.000402,-0.1,0,1.005E-07,-0.5,,,,,,
0.000403,-0.08,0,1.0075E-07,-0.4,,,,,,
0.000404,-0.06,0,0.000000101,-0.3,,,,,,
0.000405,-0.02,0,1.0125E-07,-0.1,,,,,,
0.000406,-0.04,0,1.015E-07,-0.2,,,,,,
0.000407,-0.02,0,1.0175E-07,-0.1,,,,,,
0.000408,0.02,0,0.000000102,0.1,,,,,,
0.000409,0.02,0,1.0225E-07,0.1,,,,,,
0.00041,0.02,0,1.025E-07,0.1,,,,,,
0.000411,0.04,0,1.0275E-07,0.2,,,,,,
0.000412,0.04,0,0.000000103,0.2,,,,,,
0.000413,0.1,0,1.0325E-07,0.5,,,,,,
0.000414,0.12,0,1.035E-07,0.6,,,,,,
0.000415,0.1,0,1.0375E-07,0.5,,,,,,
0.000416,0.12,0,0.000000104,0.6,,,,,,
0.000417,0.14,0,1.0425E-07,0.7,,,,,,
0.000418,0.14,0,1.045E-07,0.7,,,,,,
0.000419,0.18,0,1.0475E-07,0.9,,,,,,
0.00042,0.2,0,0.000000105,1,,,,,,
0.000421,0.22,0,1.0525E-07,1.1,,,,,,
0.000422,0.24,0,1.055E-07,1.2,,,,,,
0.000423,0.22,0,1.0575E-07,1.1,,,,,,
0.000424,0.26,0,0.000000106,1.3,,,,,,
0.000425,0.26,0,1.0625E-07,1.3,,,,,,
0.000426,0.26,0,1.065E-07,1.3,,,,,,
0.000427,0.28,0,1.0675E-07,1.4,,,,,,
0.000428,0.3,0,0.000000107,1.5,,,,,,
0.000429,0.34,0,1.0725E-07,1.7,,,,,,
0.00043,0.34,0,1.075E-07,1.7,,,,,,
0.000431,0.34,0,1.0775E-07,1.7,,,,,,
0.000432,0.36,0,0.000000108,1.8,,,,,,
0.000433,0.36,0,1.0825E-07,1.8,,,,,,
0.000434,0.38,0,1.085E-07,1.9,,,,,,
0.000435,0.42,0,1.0875E-07,2.1,,,,,,
0.000436,0.38,0,0.000000109,1.9,,,,,,
0.000437,0.42,0,1.0925E-07,2.1,,,,,,
0.000438,0.46,0,1.095E-07,2.3,,,,,,
