t,v,calc,tadj,vadj,,,,,A,947
0.000924,-0.02,0,0.000000231,-0.1,,,,,,
0.000925,-0.04,0,2.3125E-07,-0.2,,,,,,
0.000926,-0.02,0,2.315E-07,-0.1,,,,,,
0.000927,-0.04,0,2.3175E-07,-0.2,,,,,,
0.000928,-0.04,0,0.000000232,-0.2,,,,,,
0.000929,-0.02,0,2.3225E-07,-0.1,,,,,,
0.00093,-0.06,0,2.325E-07,-0.3,,,,,,
0.000931,-0.06,0,2.3275E-07,-0.3,,,,,,
0.000932,-0.08,0,0.000000233,-0.4,,,,,,
0.000933,-0.06,0,2.3325E-07,-0.3,,,,,,
0.000934,-0.06,0,2.335E-07,-0.3,,,,,,
0.000935,-0.08,0,2.3375E-07,-0.4,,,,,,
0.000936,-0.08,0,0.000000234,-0.4,,,,,,
0.000937,-0.1,0,2.3425E-07,-0.5,,,,,,
0.000938,-0.1,0,2.345E-07,-0.5,,,,,,
0.000939,-0.1,0,2.3475E-07,-0.5,,,,,,
0.00094,-0.12,0,0.000000235,-0.6,,,,,,
0.000941,-0.12,0,2.3525E-07,-0.6,,,,,,
0.000942,-0.1,0,2.355E-07,-0.5,,,,,,
0.000943,-0.12,0,2.3575E-07,-0.6,,,,,,
0.000944,-0.1,0,0.000000236,-0.5,,,,,,
0.000945,-0.1,0,2.3625E-07,-0.5,,,,,,
0.000946,-0.12,0,2.365E-07,-0.6,,,,,,
0.000947,-0.14,0,2.3675E-07,-0.7,,,,,,
0.000948,-0.12,0,0.000000237,-0.6,,,,,,
0.000949,-0.12,0,2.3725E-07,-0.6,,,,,,
0.00095,-0.14,0,2.375E-07,-0.7,,,,,,
0.000951,-0.14,0,2.3775E-07,-0.7,,,,,,
0.000952,-0.14,0,0.000000238,-0.7,,,,,,
0.000953,-0.14,0,2.3825E-07,-0.7,,,,,,
0.000954,-0.12,0,2.385E-07,-0.6,,,,,,
0.000955,-0.14,0,2.3875E-07,-0.7,,,,,,
0.000956,-0.14,0,0.000000239,-0.7,,,,,,
0.000957,-0.16,0,2.3925E-07,-0.8,,,,,,
0.000958,-0.14,0,2.395E-07,-0.7,,,,,,
0.000959,-0.16,0,2.3975E-07,-0.8,,,,,,
0.00096,-0.16,0,0.00000024,-0.8,,,,,,
0.000961,-0.14,0,2.4025E-07,-0.7,,,,,,
0.000962,-0.16,0,2.405E-07,-0.8,,,,,,
0.000963,-0.16,0,2.4075E-07,-0.8,,,,,,
0.000964,-0.16,0,0.000000241,-0.8,,,,,,
0.000965,-0.16,0,2.4125E-07,-0.8,,,,,,
0.000966,-0.16,0,2.415E-07,-0.8,,,,,,
0.000967,-0.18,0,2.4175E-07,-0.9,,,,,,
0.000968,-0.18,0,0.000000242,-0.9,,,,,,
0.000969,-0.16,0,2.4225E-07,-0.8,,,,,,
0.00097,-0.16,0,2.425E-07,-0.8,,,,,,
0.000971,-0.16,0,2.4275E-07,-0.8,,,,,,
0.000972,-0.14,0,0.000000243,-0.7,,,,,,
0.000973,-0.14,0,2.4325E-07,-0.7,,,,,,
0.000974,-0.16,0,2.435E-07,-0.8,,,,,,
0.000975,-0.16,0,2.4375E-07,-0.8,,,,,,
0.000976,-0.16,0,0.000000244,-0.8,,,,,,
0.000977,-0.14,0,2.4425E-07,-0.7,,,,,,
0.000978,-0.16,0,2.445E-07,-0.8,,,,,,
0.000979,-0.14,0,2.4475E-07,-0.7,,,,,,
0.00098,-0.16,0,0.000000245,-0.8,,,,,,
0.000981,-0.14,0,2.4525E-07,-0.7,,,,,,
0.000982,-0.14,0,2.455E-07,-0.7,,,,,,
0.000983,-0.14,0,2.4575E-07,-0.7,,,,,,
0.000984,-0.14,0,0.000000246,-0.7,,,,,,
0.000985,-0.14,0,2.4625E-07,-0.7,,,,,,
0.000986,-0.1,0,2.465E-07,-0.5,,,,,,
0.000987,-0.12,0,2.4675E-07,-0.6,,,,,,
0.000988,-0.12,0,0.000000247,-0.6,,,,,,
0.000989,-0.1,0,2.4725E-07,-0.5,,,,,,
0.00099,-0.12,0,2.475E-07,-0.6,,,,,,
0.000991,-0.1,0,2.4775E-07,-0.5,,,,,,
0.000992,-0.12,0,0.000000248,-0.6,,,,,,
0.000993,-0.12,0,2.4825E-07,-0.6,,,,,,
0.000994,-0.1,0,2.485E-07,-0.5,,,,,,
0.000995,-0.1,0,2.4875E-07,-0.5,,,,,,
0.000996,-0.08,0,0.000000249,-0.4,,,,,,
0.000997,-0.08,0,2.4925E-07,-0.4,,,,,,
0.000998,-0.08,0,2.495E-07,-0.4,,,,,,
0.000999,-0.06,0,2.4975E-07,-0.3,,,,,,
0.001,-0.06,0,0.00000025,-0.3,,,,,,
0.001001,-0.06,0,2.5025E-07,-0.3,,,,,,
0.001002,-0.08,0,2.505E-07,-0.4,,,,,,
0.001003,-0.06,0,2.5075E-07,-0.3,,,,,,
0.001004,-0.04,0,0.000000251,-0.2,,,,,,
0.001005,-0.06,0,2.5125E-07,-0.3,,,,,,
0.001006,-0.04,0,2.515E-07,-0.2,,,,,,
0.001007,-0.04,0,2.5175E-07,-0.2,,,,,,
0.001008,-0.04,0,0.000000252,-0.2,,,,,,
0.001009,-0.02,0,2.5225E-07,-0.1,,,,,,
0.00101,-0.02,0,2.525E-07,-0.1,,,,,,
0.001011,0,0,2.5275E-07,0,,,,,,
0.001012,-0.02,0,0.000000253,-0.1,,,,,,
0.001013,0,0,2.5325E-07,0,,,,,,
0.001014,0.02,0,2.535E-07,0.1,,,,,,
0.001015,-0.02,0,2.5375E-07,-0.1,,,,,,
0.001016,0,0,0.000000254,0,,,,,,
0.001017,0,0,2.5425E-07,0,,,,,,
0.001018,0.02,0,2.545E-07,0.1,,,,,,
0.001019,0.02,0,2.5475E-07,0.1,,,,,,
0.00102,0.02,0,0.000000255,0.1,,,,,,
0.001021,0.04,0,2.5525E-07,0.2,,,,,,
0.001022,0.04,0,2.555E-07,0.2,,,,,,
0.001023,0.02,0,2.5575E-07,0.1,,,,,,
0.001024,0.04,0,0.000000256,0.2,,,,,,
0.001025,0.06,0,2.5625E-07,0.3,,,,,,
0.001026,0.04,0,2.565E-07,0.2,,,,,,
0.001027,0.08,0,2.5675E-07,0.4,,,,,,
0.001028,0.06,0,0.000000257,0.3,,,,,,
0.001029,0.08,0,2.5725E-07,0.4,,,,,,
0.00103,0.08,0,2.575E-07,0.4,,,,,,
0.001031,0.08,0,2.5775E-07,0.4,,,,,,
0.001032,0.08,0,0.000000258,0.4,,,,,,
0.001033,0.08,0,2.5825E-07,0.4,,,,,,
0.001034,0.1,0,2.585E-07,0.5,,,,,,
0.001035,0.1,0,2.5875E-07,0.5,,,,,,
0.001036,0.12,0,0.000000259,0.6,,,,,,
0.001037,0.12,0,2.5925E-07,0.6,,,,,,
0.001038,0.12,0,2.595E-07,0.6,,,,,,
0.001039,0.14,0,2.5975E-07,0.7,,,,,,
0.00104,0.12,0,0.00000026,0.6,,,,,,
0.001041,0.12,0,2.6025E-07,0.6,,,,,,
0.001042,0.1,0,2.605E-07,0.5,,,,,,
0.001043,0.14,0,2.6075E-07,0.7,,,,,,
0.001044,0.14,0,0.000000261,0.7,,,,,,
0.001045,0.14,0,2.6125E-07,0.7,,,,,,
0.001046,0.14,0,2.615E-07,0.7,,,,,,
0.001047,0.16,0,2.6175E-07,0.8,,,,,,
0.001048,0.14,0,0.000000262,0.7,,,,,,
0.001049,0.14,0,2.6225E-07,0.7,,,,,,
0.00105,0.14,0,2.625E-07,0.7,,,,,,
0.001051,0.14,0,2.6275E-07,0.7,,,,,,
0.001052,0.16,0,0.000000263,0.8,,,,,,
0.001053,0.14,0,2.6325E-07,0.7,,,,,,
0.001054,0.16,0,2.635E-07,0.8,,,,,,
0.001055,0.14,0,2.6375E-07,0.7,,,,,,
0.001056,0.16,0,0.000000264,0.8,,,,,,
0.001057,0.16,0,2.6425E-07,0.8,,,,,,
0.001058,0.16,0,2.645E-07,0.8,,,,,,
0.001059,0.16,0,2.6475E-07,0.8,,,,,,
0.00106,0.16,0,0.000000265,0.8,,,,,,
0.001061,0.16,0,2.6525E-07,0.8,,,,,,
0.001062,0.18,0,2.655E-07,0.9,,,,,,
0.001063,0.16,0,2.6575E-07,0.8,,,,,,
0.001064,0.18,0,0.000000266,0.9,,,,,,
0.001065,0.18,0,2.6625E-07,0.9,,,,,,
0.001066,0.18,0,2.665E-07,0.9,,,,,,
0.001067,0.16,0,2.6675E-07,0.8,,,,,,
0.001068,0.18,0,0.000000267,0.9,,,,,,
0.001069,0.18,0,2.6725E-07,0.9,,,,,,
0.00107,0.16,0,2.675E-07,0.8,,,,,,
0.001071,0.18,0,2.6775E-07,0.9,,,,,,
0.001072,0.16,0,0.000000268,0.8,,,,,,
0.001073,0.16,0,2.6825E-07,0.8,,,,,,
0.001074,0.16,0,2.685E-07,0.8,,,,,,
0.001075,0.16,0,2.6875E-07,0.8,,,,,,
0.001076,0.16,0,0.000000269,0.8,,,,,,
0.001077,0.16,0,2.6925E-07,0.8,,,,,,
0.001078,0.16,0,2.695E-07,0.8,,,,,,
0.001079,0.16,0,2.6975E-07,0.8,,,,,,
0.00108,0.16,0,0.00000027,0.8,,,,,,
0.001081,0.16,0,2.7025E-07,0.8,,,,,,
0.001082,0.16,0,2.705E-07,0.8,,,,,,
0.001083,0.16,0,2.7075E-07,0.8,,,,,,
0.001084,0.16,0,0.000000271,0.8,,,,,,
0.001085,0.16,0,2.7125E-07,0.8,,,,,,
0.001086,0.16,0,2.715E-07,0.8,,,,,,
0.001087,0.14,0,2.7175E-07,0.7,,,,,,
0.001088,0.14,0,0.000000272,0.7,,,,,,
0.001089,0.14,0,2.7225E-07,0.7,,,,,,
0.00109,0.14,0,2.725E-07,0.7,,,,,,
0.001091,0.14,0,2.7275E-07,0.7,,,,,,
0.001092,0.1,0,0.000000273,0.5,,,,,,
0.001093,0.14,0,2.7325E-07,0.7,,,,,,
0.001094,0.12,0,2.735E-07,0.6,,,,,,
0.001095,0.12,0,2.7375E-07,0.6,,,,,,
0.001096,0.1,0,0.000000274,0.5,,,,,,
0.001097,0.1,0,2.7425E-07,0.5,,,,,,
0.001098,0.14,0,2.745E-07,0.7,,,,,,
0.001099,0.12,0,2.7475E-07,0.6,,,,,,
0.0011,0.12,0,0.000000275,0.6,,,,,,
0.001101,0.1,0,2.7525E-07,0.5,,,,,,
0.001102,0.1,0,2.755E-07,0.5,,,,,,
0.001103,0.1,0,2.7575E-07,0.5,,,,,,
0.001104,0.06,0,0.000000276,0.3,,,,,,
0.001105,0.1,0,2.7625E-07,0.5,,,,,,
0.001106,0.08,0,2.765E-07,0.4,,,,,,
0.001107,0.08,0,2.7675E-07,0.4,,,,,,
0.001108,0.08,0,0.000000277,0.4,,,,,,
0.001109,0.06,0,2.7725E-07,0.3,,,,,,
0.00111,0.08,0,2.775E-07,0.4,,,,,,
0.001111,0.06,0,2.7775E-07,0.3,,,,,,
0.001112,0.06,0,0.000000278,0.3,,,,,,
0.001113,0.06,0,2.7825E-07,0.3,,,,,,
0.001114,0.06,0,2.785E-07,0.3,,,,,,
0.001115,0.06,0,2.7875E-07,0.3,,,,,,
0.001116,0.04,0,0.000000279,0.2,,,,,,
0.001117,0.02,0,2.7925E-07,0.1,,,,,,
0.001118,0.04,0,2.795E-07,0.2,,,,,,
0.001119,0.02,0,2.7975E-07,0.1,,,,,,
0.00112,0.02,0,0.00000028,0.1,,,,,,
0.001121,0,0,2.8025E-07,0,,,,,,
0.001122,0,0,2.805E-07,0,,,,,,
0.001123,0.04,0,2.8075E-07,0.2,,,,,,
0.001124,0,0,0.000000281,0,,,,,,
0.001125,0,0,2.8125E-07,0,,,,,,
0.001126,-0.02,0,2.815E-07,-0.1,,,,,,
0.001127,0,0,2.8175E-07,0,,,,,,
0.001128,0,0,0.000000282,0,,,,,,
0.001129,-0.04,0,2.8225E-07,-0.2,,,,,,
0.00113,-0.02,0,2.825E-07,-0.1,,,,,,
0.001131,-0.02,0,2.8275E-07,-0.1,,,,,,
0.001132,-0.04,0,0.000000283,-0.2,,,,,,
0.001133,-0.02,0,2.8325E-07,-0.1,,,,,,
0.001134,-0.04,0,2.835E-07,-0.2,,,,,,
0.001135,-0.04,0,2.8375E-07,-0.2,,,,,,
0.001136,-0.06,0,0.000000284,-0.3,,,,,,
0.001137,-0.04,0,2.8425E-07,-0.2,,,,,,
0.001138,-0.04,0,2.845E-07,-0.2,,,,,,
0.001139,-0.08,0,2.8475E-07,-0.4,,,,,,
0.00114,-0.04,0,0.000000285,-0.2,,,,,,
0.001141,-0.08,0,2.8525E-07,-0.4,,,,,,
0.001142,-0.04,0,2.855E-07,-0.2,,,,,,
0.001143,-0.06,0,2.8575E-07,-0.3,,,,,,
0.001144,-0.08,0,0.000000286,-0.4,,,,,,
0.001145,-0.06,0,2.8625E-07,-0.3,,,,,,
0.001146,-0.06,0,2.865E-07,-0.3,,,,,,
0.001147,-0.04,0,2.8675E-07,-0.2,,,,,,
0.001148,-0.08,0,0.000000287,-0.4,,,,,,
0.001149,-0.06,0,2.8725E-07,-0.3,,,,,,
0.00115,-0.08,0,2.875E-07,-0.4,,,,,,
0.001151,-0.1,0,2.8775E-07,-0.5,,,,,,
0.001152,-0.06,0,0.000000288,-0.3,,,,,,
0.001153,-0.1,0,2.8825E-07,-0.5,,,,,,
0.001154,-0.08,0,2.885E-07,-0.4,,,,,,
0.001155,-0.08,0,2.8875E-07,-0.4,,,,,,
0.001156,-0.1,0,0.000000289,-0.5,,,,,,
0.001157,-0.1,0,2.8925E-07,-0.5,,,,,,
0.001158,-0.1,0,2.895E-07,-0.5,,,,,,
0.001159,-0.1,0,2.8975E-07,-0.5,,,,,,
0.00116,-0.1,0,0.00000029,-0.5,,,,,,
0.001161,-0.08,0,2.9025E-07,-0.4,,,,,,
0.001162,-0.08,0,2.905E-07,-0.4,,,,,,
0.001163,-0.12,0,2.9075E-07,-0.6,,,,,,
0.001164,-0.1,0,0.000000291,-0.5,,,,,,
0.001165,-0.1,0,2.9125E-07,-0.5,,,,,,
0.001166,-0.1,0,2.915E-07,-0.5,,,,,,
0.001167,-0.1,0,2.9175E-07,-0.5,,,,,,
0.001168,-0.12,0,0.000000292,-0.6,,,,,,
0.001169,-0.08,0,2.9225E-07,-0.4,,,,,,
0.00117,-0.08,0,2.925E-07,-0.4,,,,,,
0.001171,-0.1,0,2.9275E-07,-0.5,,,,,,
0.001172,-0.08,0,0.000000293,-0.4,,,,,,
0.001173,-0.12,0,2.9325E-07,-0.6,,,,,,
0.001174,-0.1,0,2.935E-07,-0.5,,,,,,
0.001175,-0.1,0,2.9375E-07,-0.5,,,,,,
0.001176,-0.1,0,0.000000294,-0.5,,,,,,
0.001177,-0.1,0,2.9425E-07,-0.5,,,,,,
0.001178,-0.12,0,2.945E-07,-0.6,,,,,,
0.001179,-0.06,0,2.9475E-07,-0.3,,,,,,
0.00118,-0.1,0,0.000000295,-0.5,,,,,,
0.001181,-0.08,0,2.9525E-07,-0.4,,,,,,
0.001182,-0.08,0,2.955E-07,-0.4,,,,,,
0.001183,-0.1,0,2.9575E-07,-0.5,,,,,,
0.001184,-0.1,0,0.000000296,-0.5,,,,,,
0.001185,-0.08,0,2.9625E-07,-0.4,,,,,,
0.001186,-0.06,0,2.965E-07,-0.3,,,,,,
0.001187,-0.1,0,2.9675E-07,-0.5,,,,,,
0.001188,-0.08,0,0.000000297,-0.4,,,,,,
0.001189,-0.06,0,2.9725E-07,-0.3,,,,,,
0.00119,-0.08,0,2.975E-07,-0.4,,,,,,
0.001191,-0.06,0,2.9775E-07,-0.3,,,,,,
0.001192,-0.06,0,0.000000298,-0.3,,,,,,
0.001193,-0.06,0,2.9825E-07,-0.3,,,,,,
0.001194,-0.06,0,2.985E-07,-0.3,,,,,,
0.001195,-0.06,0,2.9875E-07,-0.3,,,,,,
0.001196,-0.06,0,0.000000299,-0.3,,,,,,
0.001197,-0.04,0,2.9925E-07,-0.2,,,,,,
0.001198,-0.06,0,2.995E-07,-0.3,,,,,,
0.001199,-0.04,0,2.9975E-07,-0.2,,,,,,
0.0012,-0.06,0,0.0000003,-0.3,,,,,,
0.001201,-0.04,0,3.0025E-07,-0.2,,,,,,
0.001202,-0.04,0,3.005E-07,-0.2,,,,,,
0.001203,-0.06,0,3.0075E-07,-0.3,,,,,,
0.001204,-0.02,0,0.000000301,-0.1,,,,,,
0.001205,-0.06,0,3.0125E-07,-0.3,,,,,,
0.001206,0,0,3.015E-07,0,,,,,,
0.001207,-0.04,0,3.0175E-07,-0.2,,,,,,
0.001208,-0.02,0,0.000000302,-0.1,,,,,,
0.001209,-0.02,0,3.0225E-07,-0.1,,,,,,
0.00121,0,0,3.025E-07,0,,,,,,
0.001211,0,0,3.0275E-07,0,,,,,,
0.001212,-0.02,0,0.000000303,-0.1,,,,,,
0.001213,-0.02,0,3.0325E-07,-0.1,,,,,,
0.001214,0,0,3.035E-07,0,,,,,,
0.001215,0.02,0,3.0375E-07,0.1,,,,,,
0.001216,0.02,0,0.000000304,0.1,,,,,,
0.001217,0,0,3.0425E-07,0,,,,,,
0.001218,0.02,0,3.045E-07,0.1,,,,,,
0.001219,0.02,0,3.0475E-07,0.1,,,,,,
0.00122,0.02,0,0.000000305,0.1,,,,,,
0.001221,0.02,0,3.0525E-07,0.1,,,,,,
0.001222,0.04,0,3.055E-07,0.2,,,,,,
0.001223,0.04,0,3.0575E-07,0.2,,,,,,
0.001224,0.02,0,0.000000306,0.1,,,,,,
0.001225,0.04,0,3.0625E-07,0.2,,,,,,
0.001226,0.04,0,3.065E-07,0.2,,,,,,
0.001227,0.04,0,3.0675E-07,0.2,,,,,,
0.001228,0.02,0,0.000000307,0.1,,,,,,
0.001229,0.04,0,3.0725E-07,0.2,,,,,,
0.00123,0.04,0,3.075E-07,0.2,,,,,,
0.001231,0.06,0,3.0775E-07,0.3,,,,,,
0.001232,0.04,0,0.000000308,0.2,,,,,,
0.001233,0.06,0,3.0825E-07,0.3,,,,,,
0.001234,0.06,0,3.085E-07,0.3,,,,,,
0.001235,0.06,0,3.0875E-07,0.3,,,,,,
0.001236,0.1,0,0.000000309,0.5,,,,,,
0.001237,0.06,0,3.0925E-07,0.3,,,,,,
0.001238,0.08,0,3.095E-07,0.4,,,,,,
0.001239,0.1,0,3.0975E-07,0.5,,,,,,
0.00124,0.08,0,0.00000031,0.4,,,,,,
0.001241,0.08,0,3.1025E-07,0.4,,,,,,
0.001242,0.08,0,3.105E-07,0.4,,,,,,
0.001243,0.08,0,3.1075E-07,0.4,,,,,,
0.001244,0.08,0,0.000000311,0.4,,,,,,
0.001245,0.1,0,3.1125E-07,0.5,,,,,,
0.001246,0.12,0,3.115E-07,0.6,,,,,,
0.001247,0.08,0,3.1175E-07,0.4,,,,,,
0.001248,0.12,0,0.000000312,0.6,,,,,,
0.001249,0.1,0,3.1225E-07,0.5,,,,,,
0.00125,0.1,0,3.125E-07,0.5,,,,,,
0.001251,0.12,0,3.1275E-07,0.6,,,,,,
0.001252,0.1,0,0.000000313,0.5,,,,,,
0.001253,0.14,0,3.1325E-07,0.7,,,,,,
0.001254,0.1,0,3.135E-07,0.5,,,,,,
0.001255,0.1,0,3.1375E-07,0.5,,,,,,
0.001256,0.1,0,0.000000314,0.5,,,,,,
0.001257,0.1,0,3.1425E-07,0.5,,,,,,
0.001258,0.12,0,3.145E-07,0.6,,,,,,
0.001259,0.12,0,3.1475E-07,0.6,,,,,,
0.00126,0.12,0,0.000000315,0.6,,,,,,
0.001261,0.12,0,3.1525E-07,0.6,,,,,,
0.001262,0.12,0,3.155E-07,0.6,,,,,,
0.001263,0.14,0,3.1575E-07,0.7,,,,,,
0.001264,0.12,0,0.000000316,0.6,,,,,,
0.001265,0.14,0,3.1625E-07,0.7,,,,,,
0.001266,0.12,0,3.165E-07,0.6,,,,,,
0.001267,0.12,0,3.1675E-07,0.6,,,,,,
0.001268,0.14,0,0.000000317,0.7,,,,,,
0.001269,0.12,0,3.1725E-07,0.6,,,,,,
0.00127,0.14,0,3.175E-07,0.7,,,,,,
0.001271,0.14,0,3.1775E-07,0.7,,,,,,
0.001272,0.12,0,0.000000318,0.6,,,,,,
0.001273,0.14,0,3.1825E-07,0.7,,,,,,
0.001274,0.1,0,3.185E-07,0.5,,,,,,
0.001275,0.12,0,3.1875E-07,0.6,,,,,,
0.001276,0.12,0,0.000000319,0.6,,,,,,
0.001277,0.12,0,3.1925E-07,0.6,,,,,,
0.001278,0.14,0,3.195E-07,0.7,,,,,,
0.001279,0.1,0,3.1975E-07,0.5,,,,,,
0.00128,0.14,0,0.00000032,0.7,,,,,,
0.001281,0.12,0,3.2025E-07,0.6,,,,,,
0.001282,0.1,0,3.205E-07,0.5,,,,,,
0.001283,0.12,0,3.2075E-07,0.6,,,,,,
0.001284,0.12,0,0.000000321,0.6,,,,,,
0.001285,0.12,0,3.2125E-07,0.6,,,,,,
0.001286,0.1,0,3.215E-07,0.5,,,,,,
0.001287,0.12,0,3.2175E-07,0.6,,,,,,
0.001288,0.12,0,0.000000322,0.6,,,,,,
0.001289,0.1,0,3.2225E-07,0.5,,,,,,
0.00129,0.12,0,3.225E-07,0.6,,,,,,
0.001291,0.08,0,3.2275E-07,0.4,,,,,,
0.001292,0.08,0,0.000000323,0.4,,,,,,
0.001293,0.1,0,3.2325E-07,0.5,,,,,,
0.001294,0.08,0,3.235E-07,0.4,,,,,,
0.001295,0.1,0,3.2375E-07,0.5,,,,,,
0.001296,0.1,0,0.000000324,0.5,,,,,,
0.001297,0.08,0,3.2425E-07,0.4,,,,,,
0.001298,0.1,0,3.245E-07,0.5,,,,,,
0.001299,0.08,0,3.2475E-07,0.4,,,,,,
0.0013,0.1,0,0.000000325,0.5,,,,,,
0.001301,0.06,0,3.2525E-07,0.3,,,,,,
0.001302,0.08,0,3.255E-07,0.4,,,,,,
0.001303,0.06,0,3.2575E-07,0.3,,,,,,
0.001304,0.06,0,0.000000326,0.3,,,,,,
0.001305,0.08,0,3.2625E-07,0.4,,,,,,
0.001306,0.08,0,3.265E-07,0.4,,,,,,
0.001307,0.08,0,3.2675E-07,0.4,,,,,,
0.001308,0.06,0,0.000000327,0.3,,,,,,
0.001309,0.06,0,3.2725E-07,0.3,,,,,,
0.00131,0.08,0,3.275E-07,0.4,,,,,,
0.001311,0.04,0,3.2775E-07,0.2,,,,,,
0.001312,0.08,0,0.000000328,0.4,,,,,,
0.001313,0.04,0,3.2825E-07,0.2,,,,,,
0.001314,0.06,0,3.285E-07,0.3,,,,,,
0.001315,0.06,0,3.2875E-07,0.3,,,,,,
0.001316,0.04,0,0.000000329,0.2,,,,,,
0.001317,0.04,0,3.2925E-07,0.2,,,,,,
0.001318,0.04,0,3.295E-07,0.2,,,,,,
0.001319,0.04,0,3.2975E-07,0.2,,,,,,
0.00132,0.04,0,0.00000033,0.2,,,,,,
0.001321,0.02,0,3.3025E-07,0.1,,,,,,
0.001322,0.04,0,3.305E-07,0.2,,,,,,
0.001323,0.04,0,3.3075E-07,0.2,,,,,,
0.001324,0.04,0,0.000000331,0.2,,,,,,
0.001325,0,0,3.3125E-07,0,,,,,,
0.001326,0.02,0,3.315E-07,0.1,,,,,,
0.001327,0.02,0,3.3175E-07,0.1,,,,,,
0.001328,0.02,0,0.000000332,0.1,,,,,,
0.001329,0.02,0,3.3225E-07,0.1,,,,,,
0.00133,0.02,0,3.325E-07,0.1,,,,,,
0.001331,0,0,3.3275E-07,0,,,,,,
0.001332,0,0,0.000000333,0,,,,,,
0.001333,0.02,0,3.3325E-07,0.1,,,,,,
0.001334,0,0,3.335E-07,0,,,,,,
0.001335,0,0,3.3375E-07,0,,,,,,
0.001336,-0.02,0,0.000000334,-0.1,,,,,,
0.001337,-0.02,0,3.3425E-07,-0.1,,,,,,
0.001338,-0.02,0,3.345E-07,-0.1,,,,,,
0.001339,0,0,3.3475E-07,0,,,,,,
0.00134,-0.02,0,0.000000335,-0.1,,,,,,
0.001341,-0.02,0,3.3525E-07,-0.1,,,,,,
0.001342,-0.02,0,3.355E-07,-0.1,,,,,,
0.001343,-0.02,0,3.3575E-07,-0.1,,,,,,
0.001344,-0.02,0,0.000000336,-0.1,,,,,,
0.001345,-0.04,0,3.3625E-07,-0.2,,,,,,
0.001346,-0.04,0,3.365E-07,-0.2,,,,,,
0.001347,-0.04,0,3.3675E-07,-0.2,,,,,,
0.001348,-0.06,0,0.000000337,-0.3,,,,,,
0.001349,-0.04,0,3.3725E-07,-0.2,,,,,,
0.00135,-0.04,0,3.375E-07,-0.2,,,,,,
0.001351,-0.06,0,3.3775E-07,-0.3,,,,,,
0.001352,-0.04,0,0.000000338,-0.2,,,,,,
0.001353,-0.06,0,3.3825E-07,-0.3,,,,,,
0.001354,-0.06,0,3.385E-07,-0.3,,,,,,
0.001355,-0.04,0,3.3875E-07,-0.2,,,,,,
0.001356,-0.06,0,0.000000339,-0.3,,,,,,
0.001357,-0.04,0,3.3925E-07,-0.2,,,,,,
0.001358,-0.06,0,3.395E-07,-0.3,,,,,,
0.001359,-0.04,0,3.3975E-07,-0.2,,,,,,
0.00136,-0.06,0,0.00000034,-0.3,,,,,,
0.001361,-0.08,0,3.4025E-07,-0.4,,,,,,
0.001362,-0.06,0,3.405E-07,-0.3,,,,,,
0.001363,-0.06,0,3.4075E-07,-0.3,,,,,,
0.001364,-0.06,0,0.000000341,-0.3,,,,,,
0.001365,-0.06,0,3.4125E-07,-0.3,,,,,,
0.001366,-0.08,0,3.415E-07,-0.4,,,,,,
0.001367,-0.06,0,3.4175E-07,-0.3,,,,,,
0.001368,-0.06,0,0.000000342,-0.3,,,,,,
0.001369,-0.04,0,3.4225E-07,-0.2,,,,,,
0.00137,-0.06,0,3.425E-07,-0.3,,,,,,
0.001371,-0.06,0,3.4275E-07,-0.3,,,,,,
0.001372,-0.06,0,0.000000343,-0.3,,,,,,
0.001373,-0.06,0,3.4325E-07,-0.3,,,,,,
0.001374,-0.06,0,3.435E-07,-0.3,,,,,,
0.001375,-0.06,0,3.4375E-07,-0.3,,,,,,
0.001376,-0.06,0,0.000000344,-0.3,,,,,,
0.001377,-0.06,0,3.4425E-07,-0.3,,,,,,
0.001378,-0.06,0,3.445E-07,-0.3,,,,,,
0.001379,-0.06,0,3.4475E-07,-0.3,,,,,,
0.00138,-0.1,0,0.000000345,-0.5,,,,,,
0.001381,-0.04,0,3.4525E-07,-0.2,,,,,,
0.001382,-0.04,0,3.455E-07,-0.2,,,,,,
0.001383,-0.06,0,3.4575E-07,-0.3,,,,,,
0.001384,-0.04,0,0.000000346,-0.2,,,,,,
0.001385,-0.06,0,3.4625E-07,-0.3,,,,,,
0.001386,-0.06,0,3.465E-07,-0.3,,,,,,
0.001387,-0.04,0,3.4675E-07,-0.2,,,,,,
0.001388,-0.06,0,0.000000347,-0.3,,,,,,
0.001389,-0.02,0,3.4725E-07,-0.1,,,,,,
0.00139,-0.06,0,3.475E-07,-0.3,,,,,,
0.001391,-0.06,0,3.4775E-07,-0.3,,,,,,
0.001392,-0.06,0,0.000000348,-0.3,,,,,,
0.001393,-0.04,0,3.4825E-07,-0.2,,,,,,
0.001394,-0.02,0,3.485E-07,-0.1,,,,,,
0.001395,-0.04,0,3.4875E-07,-0.2,,,,,,
0.001396,-0.06,0,0.000000349,-0.3,,,,,,
0.001397,-0.04,0,3.4925E-07,-0.2,,,,,,
0.001398,-0.04,0,3.495E-07,-0.2,,,,,,
0.001399,-0.02,0,3.4975E-07,-0.1,,,,,,
0.0014,-0.04,0,0.00000035,-0.2,,,,,,
0.001401,-0.02,0,3.5025E-07,-0.1,,,,,,
0.001402,-0.02,0,3.505E-07,-0.1,,,,,,
0.001403,-0.04,0,3.5075E-07,-0.2,,,,,,
